,link,genre,company,country,language,keywords
482,Growing-up-Smith#tab=summary,"['Comedy', 'Comedy']","['Good Deed Entertainment', 'Brittany House Pictures', 'EMedia Films   ', 'Quixotic Road', 'Good Deed Entertainment', 'Brittany House Pictures', 'EMedia Films   ', 'Quixotic Road']",United States,"['English', 'English']","['Coming of Age', 'Immigration', 'Romance', 'First Love', '1970s', 'Culture Clash', 'Generational Conflict', 'Interracial Romance', 'Coming of Age', 'Immigration', 'Romance', 'First Love', '1970s', 'Culture Clash', 'Generational Conflict', 'Interracial Romance']"
483,Super-Capers#tab=summary,"['Adventure', 'Adventure']",[],United States,"['English', 'English']","['Spoof', 'Spoof']"
484,Being-Charlie#tab=summary,"['Drama', 'Drama']","['Jorva Entertainment Productions', 'Defiant Pictures', 'Castle Rock Entertainment', 'Jorva Entertainment Productions', 'Defiant Pictures', 'Castle Rock Entertainment']",United States,"['English', 'English']","['Rehab / Former Addict', 'Set in Los Angeles', 'Romance', 'Rehab / Former Addict', 'Set in Los Angeles', 'Romance']"
485,First-Time-The-(2012)#tab=summary,"['Romantic Comedy', 'Romantic Comedy']","['Jerimaca Film', 'Jerimaca Film']",United States,"['English', 'English']","['First Love', 'Romance', 'Unrequited Love', 'First Love', 'Romance', 'Unrequited Love']"
486,Return-of-the-Living-Dead-3#tab=summary,"['Horror', 'Horror']",[],United States,"['English', 'English']","['Zombies', 'Zombies']"
487,Missing-Person-The#tab=summary,[],[], ,[],[]
488,London#tab=summary,"['Drama', 'Drama']",[],United Kingdom,"['English', 'English']",[]
489,Circle-(2010)#tab=summary,"['Horror', 'Horror']",[],United States,"['English', 'English']",[]
490,Eden-Lake#tab=summary,"['Horror', 'Horror']","['Rollercoaster Films', 'Aramid Entertainment', 'Rollercoaster Films', 'Aramid Entertainment']",Cayman Islands,"['English', 'English']",[]
491,Jerusalema#tab=summary,"['Action', 'Action']",[],South Africa,"['Afrikaans', 'Fanagalo', 'Afrikaans', 'Fanagalo']","['Inspired by a True Story', 'Inspired by a True Story']"
492,Say-Uncle#tab=summary,"['Comedy', 'Comedy']",[],United States,[],[]
493,Plush#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']","['Millennium Entertainment', 'Blumhouse', 'IM Global', 'Reliance Entertainment', 'Millennium Entertainment', 'Blumhouse', 'IM Global', 'Reliance Entertainment']",United States,"['English', 'English']","['Musicians', ""Rock 'n' Roll"", 'Drug Overdose', 'Death of a Sibling', 'Infidelity', 'Obsessive Love', 'Erotic Thriller', 'Musicians', ""Rock 'n' Roll"", 'Drug Overdose', 'Death of a Sibling', 'Infidelity', 'Obsessive Love', 'Erotic Thriller']"
494,Ghastly-Love-of-Johnny-X-The#tab=summary,"['Comedy', 'Comedy']",[],United States,"['English', 'English']",[]
495,Lesbian-Vampire-Killers#tab=summary,[],"['Alliance Films', 'Momentum Pictures', 'Velvet Bite Ltd.', 'AV Pictures', 'GEM Global Entertainment Magyar', 'Skyline (LVK) Ltd.', 'Alliance Films', 'Momentum Pictures', 'Velvet Bite Ltd.', 'AV Pictures', 'GEM Global Entertainment Magyar', 'Skyline (LVK) Ltd.']",United Kingdom,"['English', 'English']",[]
496,Grave-Encounters#tab=summary,"['Horror', 'Horror']",[],Canada,"['English', 'English']",[]
497,Bone-Tomahawk#tab=summary,"['Western', 'Western']","['Caliber Media Company', 'The Fyzz Facility', 'Realmbulder Productions', 'Caliber Media Company', 'The Fyzz Facility', 'Realmbulder Productions']",United States,"['English', 'English']","['Early / Simultaneous Video-on-Demand release', '1890s', 'Kidnap', 'Cannibalism', 'Rescue', 'Native Americans', 'Early / Simultaneous Video-on-Demand release', '1890s', 'Kidnap', 'Cannibalism', 'Rescue', 'Native Americans']"
498,Freeze-Frame#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']",[], ,[],"['Split Screen', 'Voiceover/Narration', 'Suicide', 'Framed', 'Serial Killer', 'Split Screen', 'Voiceover/Narration', 'Suicide', 'Framed', 'Serial Killer']"
499,Stitches#tab=summary,"['Black Comedy', 'Black Comedy']","['MPI Media Group', 'Dark Sky Films', 'MPI Media Group', 'Dark Sky Films']",Ireland,"['English', 'English']","['Clowns', 'Serial Killer', 'Accidental Death', 'Revenge', 'Occult', 'Undead', 'Clowns', 'Serial Killer', 'Accidental Death', 'Revenge', 'Occult', 'Undead']"
500,To-Be-Frank-Sinatra-at-100#tab=summary,"['Documentary', 'Documentary']","['Eyeline Entertainment', 'Crossley Media Limited', 'Eyeline Entertainment', 'Crossley Media Limited']",United Kingdom,"['English', 'English']",[]
501,Walking-Deceased-The-(2015)#tab=summary,"['Black Comedy', 'Black Comedy']","['Aristar Entertainment', 'Sheridanscope', 'Aristar Entertainment', 'Sheridanscope']",United States,"['English', 'English']","['Zombies', 'Spoof', 'Horror Comedy', 'Zombies', 'Spoof', 'Horror Comedy']"
502,Bananas#tab=summary,"['Comedy', 'Comedy']",[],United States,"['English', 'English']",[]
503,Nine-Dead#tab=summary,[],[], ,[],[]
504,No-Mans-Land-The-Rise-of-Reeker#tab=summary,"['Horror', 'Horror']",[],United States,"['English', 'English']","['Direct-to-Video', 'Direct-to-Video']"
505,Rockaway#tab=summary,"['Drama', 'Drama']",[],United States,"['Dari', 'English', 'French', 'Russian', 'Spanish', 'Dari', 'English', 'French', 'Russian', 'Spanish']",[]
506,Wings#tab=summary,"['Drama', 'Drama']",[],United States,"['Silent', 'Silent']","['World War I', 'In a Plane', 'Silent Film', 'Love Triangle', 'Bigotry', 'War', 'Surprise Twist', 'Death of a Son or Daughter', 'Black Out Drunk', 'Military Life', 'World War I', 'In a Plane', 'Silent Film', 'Love Triangle', 'Bigotry', 'War', 'Surprise Twist', 'Death of a Son or Daughter', 'Black Out Drunk', 'Military Life']"
507,Lady-from-Shanghai-The#tab=summary,"['Drama', 'Drama']",[],United States,"['Cantonese', 'English', 'Cantonese', 'English']",[]
508,Straight-A-s#tab=summary,"['Romantic Comedy', 'Romantic Comedy']",[],United States,"['English', 'English']",[]
509,Legend-of-Hells-Gate-An-American-Conspiracy-The#tab=summary,"['Western', 'Western']",[],United States,"['English', 'French', 'English', 'French']","['Gangs', 'Fugitive / On the Run', 'Inspired by a True Story', 'Conspiracy Theory', 'Hitmen', 'Political', 'Gangs', 'Fugitive / On the Run', 'Inspired by a True Story', 'Conspiracy Theory', 'Hitmen', 'Political']"
510,Highway-(2012)#tab=summary,"['Comedy', 'Comedy']",[],United States,"['English', 'English']","['Road Trip', 'Narcotics', 'Stoner Comedy', 'African Americans', 'Road Trip', 'Narcotics', 'Stoner Comedy', 'African Americans']"
511,Small-Apartments#tab=summary,"['Comedy', 'Comedy']","['Morocco Junction Pictures', 'Deviant Films', '1812 Productions', 'Amuse Entertainment', 'Deep Sky Entertianment', 'Sense and Sensibility Ventures', 'Silver Nitrate', 'Morocco Junction Pictures', 'Deviant Films', '1812 Productions', 'Amuse Entertainment', 'Deep Sky Entertianment', 'Sense and Sensibility Ventures', 'Silver Nitrate']",United States,"['R', 'English', 'R', 'English']",[]
512,Coffee-Town#tab=summary,"['Comedy', 'Comedy']","['CollegeHumor', 'CollegeHumor']",United States,"['English', 'English']","['Internet', 'Early / Simultaneous Video-on-Demand release', 'Delayed Adulthood', 'Unrequited Love', 'Internet', 'Early / Simultaneous Video-on-Demand release', 'Delayed Adulthood', 'Unrequited Love']"
513,Lucky-Dog-(2015)#tab=summary,"['Adventure', 'Adventure']",[],United States,"['English', 'English']",[]
514,Pendulum#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']",[],United States,"['English', 'English']",[]
515,Funny-Thing-Happened-on-the-Way-to-the-Forum-A#tab=summary,"['Musical', 'Musical']",[],United Kingdom,"['English', 'English']",[]
516,Slacker-Uprising#tab=summary,"['Documentary', 'Documentary']",[],United States,"['English', 'English']",[]
517,True-Bromance#tab=summary,"['Comedy', 'Comedy']",[],United Kingdom,"['English', 'English']",[]
518,Curse-of-Downers-Grove-The#tab=summary,"['Horror', 'Horror']","['Bystander Films', 'AliBella Pictures', 'Bystander Films', 'AliBella Pictures']",United States,"['English', 'English']","['Early / Simultaneous Video-on-Demand release', 'Sex Crimes', 'High School Hell', 'Football', 'Stalker', 'Corrupt Cops', 'Early / Simultaneous Video-on-Demand release', 'Sex Crimes', 'High School Hell', 'Football', 'Stalker', 'Corrupt Cops']"
519,Wind-Walkers-(2015)#tab=summary,"['Horror', 'Horror']",[],United States,"['English', 'English']","['Supernatural', 'Supernatural Horror', 'Supernatural', 'Supernatural Horror']"
520,Dog-Lover-The-(2016)#tab=summary,"['Drama', 'Drama']","['ESX Entertainment', 'Forrest Lucas', 'Protect the Harvest', 'Ali Afshar', 'ESX Entertainment', 'Forrest Lucas', 'Protect the Harvest', 'Ali Afshar']",United States,"['English', 'English']","['Agitprop', 'Animal Rights', 'Agitprop', 'Animal Rights']"
521,Shark-Lake#tab=summary,"['Horror', 'Horror']",[],United States,"['English', 'English']",[]
522,Stagecoach-The-Texas-Jack-Story#tab=summary,"['Western', 'Western']","['Nasser Group North', 'Nasser Group North']",Canada,"['English', 'English']","['Early / Simultaneous Video-on-Demand release', 'Going Legit', 'The Past Catching up with You', 'Revenge', 'Early / Simultaneous Video-on-Demand release', 'Going Legit', 'The Past Catching up with You', 'Revenge']"
523,High-Flying-Bird-(2019)#tab=summary,"['Drama', 'Drama']","['Netflix', 'Extension 765', 'Harper Road', 'Netflix', 'Extension 765', 'Harper Road']",United States,"['English', 'English']",[]
524,Miracle-at-Sage-Creek-(2006)#tab=summary,"['Western', 'Western']",[],United States,"['English', 'English']",[]
525,Rebirth-(2016)#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']",[],United States,"['English', 'French', 'English', 'French']",[]
526,Donkeyhead-(2022-Canada)#tab=summary,"['Drama', 'Drama']","['Array     ', 'Array     ']",Canada,"['English', 'English']",[]
527,Alligator-(1980)#tab=summary,"['Horror', 'Horror']",[], ,[],"['Animal Lead', 'Animals Gone Bad', 'Animal Lead', 'Animals Gone Bad']"
528,Buried#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']","['The Safran Company', 'Versus Entertainment', 'Dark Trick Films', 'Kinology', 'Studio 37', 'The Safran Company', 'Versus Entertainment', 'Dark Trick Films', 'Kinology', 'Studio 37']",Australia,"['English', 'English']","['Rescue', 'Kidnap', 'Underground', 'Surprise Twist', 'One Location', 'Real Time', 'Buried Alive', 'Isolation Horror', 'Rescue', 'Kidnap', 'Underground', 'Surprise Twist', 'One Location', 'Real Time', 'Buried Alive', 'Isolation Horror']"
529,Marine-4-The#tab=summary,"['Action', 'Action']",[],United States,"['English', 'English']",[]
530,Taxi-Driver#tab=summary,"['Drama', 'Drama']",[],United States,"['English', 'English']","['Film Noir', 'Vietnam War', 'Relationships Gone Wrong', 'Crime drama', 'Mental Illness', 'Ex-soldier', 'Child Prostitution', 'Prostitution', 'Romance', 'PTSD', 'Film Noir', 'Vietnam War', 'Relationships Gone Wrong', 'Crime drama', 'Mental Illness', 'Ex-soldier', 'Child Prostitution', 'Prostitution', 'Romance', 'PTSD']"
531,Rivers-Edge#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']",[],United States,"['English', 'English']",[]
532,Man-on-Wire#tab=summary,['Documentary'],"['Magnolia Entertainment', 'Discovery Productions', 'BBC Storyville', 'UK Film Council', 'Wall to Wall Media', 'Red Box Films']",United Kingdom,"['English', 'French']",[]
533,Nowhere-Boy#tab=summary,['Drama'],"['Film 4', 'UK Film Council', 'North West Vision', 'Lipsync Productions', 'Ecosse Films']",Canada,['English'],"['Coming of Age', 'Musicians', 'Biography', 'Epilogue']"
534,Northfork#tab=summary,['Drama'],[],United States,[],[]
535,Brotherly-Love#tab=summary,"['Drama', 'Drama']","['Flavor Unit Films', 'Jacavi Films', 'Electric Republic', 'Flavor Unit Films', 'Jacavi Films', 'Electric Republic']",United States,"['English', 'English']","['African Americans', 'Set in Philadelphia', 'Basketball', 'Coming of Age', 'Hood Film', 'African Americans', 'Set in Philadelphia', 'Basketball', 'Coming of Age', 'Hood Film']"
536,Submarine#tab=summary,"['Comedy', 'Comedy']","['Warp Films', 'Film 4', 'UK Film Council', 'Warp Films', 'Film 4', 'UK Film Council']",United Kingdom,"['English', 'English']","['Coming of Age', 'Relationships Gone Wrong', 'Bullies', 'Loss Of Virginity', 'Romance', 'Voiceover/Narration', 'Intertitle', 'Terminal Illness', 'Epilogue', 'Coming of Age', 'Relationships Gone Wrong', 'Bullies', 'Loss Of Virginity', 'Romance', 'Voiceover/Narration', 'Intertitle', 'Terminal Illness', 'Epilogue']"
537,Square-The-(2009)#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']",[],Australia,"['English', 'English']","['Film Noir', 'Film Noir']"
538,ABCD-(2012)#tab=summary,"['Musical', 'Musical']","['UTV Motion Pictures', 'UTV Motion Pictures']",India,"['Hindi', 'Hindi']","['Dancing', 'Bollywood', '3-D', '3-D - Shot in 3-D', 'Parkour', 'Sex Crimes', 'Underdog', 'Tournament', 'Dancing', 'Bollywood', '3-D', '3-D - Shot in 3-D', 'Parkour', 'Sex Crimes', 'Underdog', 'Tournament']"
539,Chacun-sa-nuit#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']",[], ,[],"['Foreign Language', 'Revenge', 'Foreign Language', 'Revenge']"
540,Stranded#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']","['Minds Eye Entertainment', 'Moving Pictures Media', 'Minds Eye Entertainment', 'Moving Pictures Media']",Canada,"['English', 'English']","['Marooned', 'Alien Invasion', 'Shapeshifter', 'Unexpected Pregnancy', 'Early / Simultaneous Video-on-Demand release', 'Set on Mars', 'Marooned', 'Alien Invasion', 'Shapeshifter', 'Unexpected Pregnancy', 'Early / Simultaneous Video-on-Demand release', 'Set on Mars']"
541,Vaalu#tab=summary,"['Comedy', 'Comedy']",[],India,"['Tamil', 'Tamil']",[]
542,Closet-Monster#tab=summary,"['Drama', 'Drama']","['Elevation Pictures', 'Telefilm Canada', 'Newfoundland and Labrador Film Development ', 'Harold Greenberg Fund', 'Rogers Telefund', 'Rhombus Media', 'Best Boy Entertainment', 'Elevation Pictures', 'Telefilm Canada', 'Newfoundland and Labrador Film Development ', 'Harold Greenberg Fund', 'Rogers Telefund', 'Rhombus Media', 'Best Boy Entertainment']",Canada,"['English', 'English']","['Set in Canada', 'Newfoundland', 'LGBTQ+', 'Closeted Homosexual', 'Dysfunctional Family', 'Coming of Age', 'Bullies', 'Unrequited Love', 'Step-Family', 'Set in Canada', 'Newfoundland', 'LGBTQ+', 'Closeted Homosexual', 'Dysfunctional Family', 'Coming of Age', 'Bullies', 'Unrequited Love', 'Step-Family']"
543,Last-Exorcism-The#tab=summary,['Horror'],"['Strike Entertainment', 'StudioCanal']",United States,"['English', 'English']","['Religious', 'Mockumentary', 'Possessed', 'Found footage horror', 'Found Footage', 'Supernatural', 'Demons']"
544,Carrie-(1976)#tab=summary,"['Horror', 'Horror']",[],United States,[],"['Supernatural Horror', 'Supernatural', 'Psychics', 'Dysfunctional Family', 'Religious Extremism', 'Bullies', 'High School', 'High School Hell', 'Remade', 'Social Outcast', 'Prank Gone Wrong', 'Supernatural Horror', 'Supernatural', 'Psychics', 'Dysfunctional Family', 'Religious Extremism', 'Bullies', 'High School', 'High School Hell', 'Remade', 'Social Outcast', 'Prank Gone Wrong']"
545,Nightmare-on-Elm-Street-A-(1984)#tab=summary,['Horror'],"['New Line Cinema', 'Media Home Entertainment', 'Smart Egg Pictures']",United States,['English'],['Slasher Horror']
546,Beasts-of-the-Southern-Wild#tab=summary,['Drama'],"['Fox Searchlight Pictures', 'Cinereach Films', 'Court 13', 'Journeyman Pictures']",United States,['English'],"['Voiceover/Narration', 'Coming of Age', 'Environment', 'Terminal Illness', 'Refugee', 'Extreme Weather', 'Novel or Other Work Adapted by Author', 'End of the World', '2013 Oscars Best Picture Nominee', 'Single Parent', 'Dysfunctional Family', 'Family Drama']"
547,Dr-Strangelove#tab=summary,"['Black Comedy', 'Black Comedy']","['Columbia Pictures', 'Columbia Pictures']",United Kingdom,"['English', 'Russian', 'English', 'Russian']","['Same Actor, Multiple Roles', 'Black Comedy', 'Cold War', 'World War III', 'Novel or Other Work Adapted by Author', 'In a Plane', 'Same Actor, Multiple Roles', 'Black Comedy', 'Cold War', 'World War III', 'Novel or Other Work Adapted by Author', 'In a Plane']"
548,Battle-for-the-Planet-of-the-Apes#tab=summary,"['Action', 'Action']",[],United States,"['English', 'English']","['Action Adventure', 'Rebellion', 'Talking Animals', 'Animal Lead', 'Action Adventure', 'Rebellion', 'Talking Animals', 'Animal Lead']"
549,Streetcar-Named-Desire-A#tab=summary,"['Drama', 'Drama']",[],United States,"['English', 'English']","['Family Drama', 'Dysfunctional Family', 'Mental Illness', 'Suicide', 'LGBTQ+', 'Sex Crimes', 'Teachers', 'Inheritance', 'Money Troubles', 'Pregnant Women', 'Domestic Abuse', 'Novel or Other Work Adapted by Author', 'Family Drama', 'Dysfunctional Family', 'Mental Illness', 'Suicide', 'LGBTQ+', 'Sex Crimes', 'Teachers', 'Inheritance', 'Money Troubles', 'Pregnant Women', 'Domestic Abuse', 'Novel or Other Work Adapted by Author']"
550,Hang-em-High#tab=summary,"['Western', 'Western']",[],United States,"['English', 'English']",[]
551,Crime-of-Father-Amaro-The-(El-Crimen-De-Padre)#tab=summary,"['Drama', 'Drama']",[],Spanish,"['Spanish', 'Spanish']","['Religious', 'Religious']"
552,Songcatcher#tab=summary,"['Drama', 'Drama']",[], ,[],[]
553,Higher-Ground#tab=summary,"['Drama', 'Drama']","['BCDF Pictures', 'Authentic Management Project', 'The Group Entertainment', 'Ruminant Films', 'BCDF Pictures', 'Authentic Management Project', 'The Group Entertainment', 'Ruminant Films']",United States,"['English', 'English']","['Directing Yourself', 'Religious', 'Same Role, Multiple Actors', 'Coming of Age', 'Directing Yourself', 'Religious', 'Same Role, Multiple Actors', 'Coming of Age']"
554,POM-Wonderful-Presents-The-Greatest-Movie-Ever-Sold#tab=summary,"['Documentary', 'Documentary']","['Warrior Poets', 'Snoot Entertainment', 'Warrior Poets', 'Snoot Entertainment']",United States,"['English', 'English']","['Directing Yourself', 'Music Industry', 'Movie Business', 'TV Industry', 'Political', 'Lawyers', 'Gratuitous Cameos', 'Advertising and Marketing', 'Directing Yourself', 'Music Industry', 'Movie Business', 'TV Industry', 'Political', 'Lawyers', 'Gratuitous Cameos', 'Advertising and Marketing']"
555,Travellers-and-Magicians#tab=summary,"['Drama', 'Drama']",[], ,[],"['Foreign Language', 'Foreign Language']"
556,Ed-and-his-Dead-Mother#tab=summary,[],[],United States,"['English', 'English']",[]
557,Deadline-(2009)#tab=summary,[],[], ,[],[]
558,Sublime#tab=summary,"['Horror', 'Horror']",[],United States,"['English', 'English']","['Direct-to-Video', 'Direct-to-Video']"
559,Dysfunctional-Friends#tab=summary,"['Comedy', 'Comedy']","['Datari Turner Productions', 'Datari Turner Productions']",United States,"['English', 'English']",[]
560,Independence-Daysaster#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']",[],Canada,"['English', 'English']","['TV Movie', 'TV Movie']"
561,Against-the-Wild#tab=summary,"['Adventure', 'Adventure']","['Against The Wild Films', 'Against The Wild Films']",Canada,"['English', 'English']",[]
562,Beginners-Guide-to-Sex#tab=summary,"['Comedy', 'Comedy']",[],United States,"['English', 'English']",[]
563,Hamsterit-(2023-Finland)#tab=summary,"['Comedy', 'Comedy']","['MRP Matila Rohr Productions', 'MRP Matila Rohr Productions']",Finland,"['Finnish', 'Finnish']",[]
564,Assistant-The#tab=summary,['Drama'],"['3311 Productions', 'JJ HoMEward Productions', 'Cinereach Films', 'Level Forward', 'Bellmer Pictures', 'Forensic Films', 'Symbolic Exchange', 'Bleecker Street ']",United States,['English'],['Sundance Film Festival 2020']
565,Lola-rennt#tab=summary,['Thriller/Suspense'],"['Miramax International', 'X Filme Creative Pool']",Germany,['English'],"['Money Troubles', 'Non-Chronological', 'Segments', 'Gambling']"
566,May#tab=summary,[],[],United States,[],"['Psychological Horror', 'Psychological Horror']"
567,I-Spit-on-Your-Grave-(2010)#tab=summary,"['Horror', 'Horror']","['Cinetel Films', 'Anchor Bay Films', 'Cinetel Films', 'Anchor Bay Films']",United States,"['English', 'English']","['Revenge', 'Sex Crimes', 'Torture Porn', 'Writing and Writers', 'Cabin in the Woods', 'Revenge', 'Sex Crimes', 'Torture Porn', 'Writing and Writers', 'Cabin in the Woods']"
568,Girl-(Belgium)-(2018)#tab=summary,"['Drama', 'Drama']",[],Belgium,"['English', 'Flemish', 'French', 'English', 'Flemish', 'French']",[]
569,Living-Dark-The-Story-of-Ted-the-Caver#tab=summary,"['Horror', 'Horror']",[],United States,"['English', 'English']","['Direct-to-Video', 'Direct-to-Video']"
570,Jarjettoman-paska-idea-(2023-Finland)#tab=summary,"['Drama', 'Drama']","['Helsinki Filmi Oy', 'Helsinki Filmi Oy']",Finland,"['Finnish', 'Finnish']",[]
571,In-the-Bedroom#tab=summary,['Drama'],[],United States,[],"['Surprise Twist', 'Crime drama', 'Divorcée Romance', 'Domestic Abuse', 'Relationships Gone Wrong', 'Death of a Son or Daughter', 'Revenge']"
572,Misma-luna-La#tab=summary,['Drama'],[],Mexico,['Spanish'],"['Road Trip', 'Immigration', 'Family Drama', 'Set in Mexico', 'Set in Los Angeles', 'F-Rated']"
573,Conquest-of-the-Planet-of-the-Apes#tab=summary,[],[],United States,[],[]
574,Lunchbox-The#tab=summary,['Drama'],"['Rohfilm', 'Cine Mosaic', 'ASAP Films', 'Sikhya Entertainment', 'DAR Motion Pictures', 'NFDC']",France,"['English', 'Hindi']","['Relationships Gone Wrong', 'Food', 'Widow/Widower']"
575,Grace-Unplugged#tab=summary,"['Drama', 'Drama']","['Lionsgate', 'Mark Burg', 'Coram Deo Studios', 'Birchwood Pictures', 'Lionsgate', 'Mark Burg', 'Coram Deo Studios', 'Birchwood Pictures']",United States,"['English', 'English']","['Religious', 'Musicians', 'Music Industry', 'Pop Music', 'Father’s Footsteps', 'Faith-Based Film', 'Religious', 'Musicians', 'Music Industry', 'Pop Music', 'Father’s Footsteps', 'Faith-Based Film']"
576,Happy-Texas#tab=summary,"['Comedy', 'Comedy']",[], ,[],[]
577,Saul-fia#tab=summary,"['Drama', 'Drama']","['Laokoon Cinema', 'Hungarian National Film Fund', 'Claims Conference', 'Laokoon Cinema', 'Hungarian National Film Fund', 'Claims Conference']",Hungary,"['Hungarian', 'Hungarian']","['Holocaust', 'World War II', 'Jewish', 'Prison Break', 'Prologue', 'POW', '1940s', 'Holocaust', 'World War II', 'Jewish', 'Prison Break', 'Prologue', 'POW', '1940s']"
578,My-Summer-of-Love#tab=summary,"['Drama', 'Drama']","['BBC Films', 'The Film Consortium', 'Baker Street', 'UK Film Council', 'Take Partnerships', 'Apocalypse Pictures', 'BBC Films', 'The Film Consortium', 'Baker Street', 'UK Film Council', 'Take Partnerships', 'Apocalypse Pictures']",United Kingdom,[],"['Coming of Age', 'LGBTQ+', 'Coming of Age', 'LGBTQ+']"
579,Yes#tab=summary,"['Drama', 'Drama']",[], ,[],"['Breaking the Fourth Wall', 'Breaking the Fourth Wall']"
580,Braid-(2019)#tab=summary,"['Multiple Genres', 'Multiple Genres']","['Blue Fox Entertainment', 'Wandering Bard', 'Somnia', 'Blue Fox Entertainment', 'Wandering Bard', 'Somnia']",United States,"['English', 'English']","['Early / Simultaneous Video-on-Demand release', 'Fugitive / On the Run', 'Money Troubles', 'Mental Illness', 'Childhood Friends', 'Early / Simultaneous Video-on-Demand release', 'Fugitive / On the Run', 'Money Troubles', 'Mental Illness', 'Childhood Friends']"
581,From-Here-to-Eternity#tab=summary,"['Drama', 'Drama']",[],United States,"['English', 'English']",[]
582,You-Cant-Take-It-With-You#tab=summary,[],[],United States,"['English', 'English']",[]
583,Kiljuset-(2022-Finland)#tab=summary,"['Comedy', 'Comedy']","['TACK Films Oy', 'TACK Films Oy']",Finland,"['Finnish', 'Finnish']",[]
584,Foolish#tab=summary,['Comedy'],[], ,[],[]
585,She-Wore-a-Yellow-Ribbon#tab=summary,[],[],United States,"['English', 'English']",[]
586,Conversation-The#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']","['The Directors Company', 'Paramount Pictures', 'The Directors Company', 'Paramount Pictures']",United States,"['English', 'English']",[]
587,N-Secure#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']","['David M. Matthews Film', 'David M. Matthews Film']",United States,"['English', 'English']","['African Americans', 'Relationships Gone Wrong', 'Boss From Hell', 'Unexpected Pregnancy', 'African Americans', 'Relationships Gone Wrong', 'Boss From Hell', 'Unexpected Pregnancy']"
588,Sukkar-banat#tab=summary,['Romantic Comedy'],[],France,['Arabic'],"['Foreign Language', 'Romance']"
589,Out-of-the-Dark#tab=summary,"['Horror', 'Horror']",[],United States,"['English', 'English']","['Film Noir', 'Film Noir']"
590,Bubble#tab=summary,"['Drama', 'Drama']","['Section Eight', 'Magnolia Pictures', '2929 Productions', 'Extension 765', 'HDNET Films', 'Section Eight', 'Magnolia Pictures', '2929 Productions', 'Extension 765', 'HDNET Films']", ,[],[]
591,Dil-Jo-Bhi-Kahey#tab=summary,"['Drama', 'Drama']",[], ,[],"['Foreign Language', 'Cross-Class Romance', 'Foreign Language', 'Cross-Class Romance']"
592,Mississippi-Mermaid#tab=summary,"['Drama', 'Drama']",[],France,"['French', 'French']",[]
593,Two-Night-Stand#tab=summary,"['Romantic Comedy', 'Romantic Comedy']","['Demarest Films', 'The Solution Entertainment Group', 'Flynn Picture Company', 'Claudeismydog', 'Demarest Films', 'The Solution Entertainment Group', 'Flynn Picture Company', 'Claudeismydog']",United States,"['English', 'English']","['One Night Stand', 'Extreme Weather', 'Romance', 'Interracial Romance', 'One Night Stand', 'Extreme Weather', 'Romance', 'Interracial Romance']"
594,You-Instead#tab=summary,"['Romantic Comedy', 'Romantic Comedy']","['BBC Films', 'Head Gear Films', 'Metrol Technology', 'Creative Scotland', 'Sigma Films', 'BBC Films', 'Head Gear Films', 'Metrol Technology', 'Creative Scotland', 'Sigma Films']",United Kingdom,"['English', 'English']","['Musicians', ""Rock 'n' Roll"", 'Punk Rock', 'Romance', 'One Night', 'Musicians', ""Rock 'n' Roll"", 'Punk Rock', 'Romance', 'One Night']"
595,I-Love-Your-Work#tab=summary,"['Comedy', 'Comedy']",[],United States,[],[]
596,Intruders-(2016)#tab=summary,"['Horror', 'Horror']",[],United States,"['English', 'English']",[]
597,Kings-Thief-The#tab=summary,[],[],United States,"['English', 'English']",[]
598,Insidious-(2010)#tab=summary,['Horror'],"['Alliance Films', 'Blumhouse']",Canada,['English'],"['Scary Kids', 'Haunting', 'Possessed', 'Demons', 'Surprise Twist', 'Medical and Hospitals', 'Coma', 'Missing Child', 'Paranormal Investigation', 'Haunted House', 'Freeze Frame', 'Out of Body Experience', 'Non-Chronological', 'Supernatural', 'Supernatural Horror']"
599,Moonlight-(2016)#tab=summary,['Drama'],"['A24', 'Plan B Entertainment', 'Pastel']",United States,['English'],"['Coming of Age', 'LGBTQ+', 'African Americans', 'Set in Miami', 'Closeted Homosexual', 'Autobiographical', '2017 Oscars Best Picture Nominee', 'Oscars Best Picture Winner', 'Hood Film', 'Golden Globe Winner Best Picture—Drama', 'Biographical Drama']"
600,Cabin-Fever#tab=summary,"['Horror', 'Horror']",[],United States,"['English', 'English']","['Accidental Death', 'Cabin in the Woods', 'Epidemic', 'Body Horror', 'Remade', 'Covering Up an Accidental Death', 'Directing Yourself', 'Accidental Death', 'Cabin in the Woods', 'Epidemic', 'Body Horror', 'Remade', 'Covering Up an Accidental Death', 'Directing Yourself']"
