number,moviename,Budget,Domestic,Worldwide
"5,049",Gone with the Wind,"3,900,000","198,680,470","390,525,192"
"5,050",A Man for All Seasons,"3,900,000","28,350,000","28,350,000"
"5,051",Ben-Hur: A Tale of the Christ,"3,900,000","9,000,000","9,000,000"
"5,052",Mugge & vejfesten,"3,851,257",0,0
"5,053",Network,"3,800,000","23,689,877","23,689,877"
"5,054",Down for Life,"3,800,000","41,914","41,914"
"5,055",The Good Heart,"3,800,000","20,930","749,686"
"5,056",Major Dundee,"3,800,000","14,873","14,873"
"5,057",Hevi reissu,"3,800,000","10,153","21,976"
"5,058",The Taking of Pelham One Two Three,"3,800,000",0,0
"5,059",Annie Get Your Gun,"3,768,785","8,000,000","8,000,000"
"5,060",L’attentat,"3,750,000","1,625,707","3,237,975"
"5,061",Casa de Areia,"3,750,000","539,285","1,178,175"
"5,062",Four Lions,"3,750,000","310,007","8,607,693"
"5,063",Slow West,"3,750,000","229,094","2,089,072"
"5,064",Defendor,"3,750,000","44,462","44,462"
"5,065",Kono sekai no katasumi ni,"3,750,000",0,"19,794,935"
"5,066",The Ballad of Cable Hogue,"3,716,946","3,500,000","5,000,000"
"5,067",The Pirate,"3,700,000","2,956,000","2,956,000"
"5,068",The History Boys,"3,700,000","2,730,296","13,447,998"
"5,069",Unknown,"3,700,000","26,403","3,355,048"
"5,070",Midnight Cowboy,"3,600,000","44,785,053","44,796,329"
"5,071",Billy: The Early Years of Billy Graham,"3,600,000","320,896","320,896"
"5,072",Crown Vic,"3,600,000","3,868","3,868"
"5,073",Utøya 22. juli,"3,600,000",0,"222,540"
"5,074",Airplane!,"3,500,000","83,453,539","83,453,539"
"5,075",M*A*S*H,"3,500,000","81,600,000","81,600,000"
"5,076",The Full Monty,"3,500,000","45,950,122","261,249,383"
"5,077",Truth or Dare,"3,500,000","41,411,015","95,292,744"
"5,078",Menace II Society,"3,500,000","27,731,527","27,731,527"
"5,079",Friday,"3,500,000","27,467,564","27,936,778"
"5,080",The Witch,"3,500,000","25,138,705","40,429,635"
"5,081",Winchester,"3,500,000","25,091,816","45,960,255"
"5,082",Call Me by Your Name,"3,500,000","18,065,180","41,649,462"
"5,083",Empire,"3,500,000","17,504,595","18,495,444"
"5,084",Dark Skies,"3,500,000","17,418,667","27,704,111"
"5,085",Forever My Girl,"3,500,000","16,376,066","16,376,066"
"5,086",Creepshow 2,"3,500,000","14,000,000","14,000,000"
"5,087",In Cold Blood,"3,500,000","13,000,000","13,007,551"
"5,088",The Nun's Story,"3,500,000","12,800,000","12,800,000"
"5,089",Frenzy,"3,500,000","12,600,000","12,600,000"
"5,090",Harper,"3,500,000","12,000,000","12,000,000"
"5,091",I Got the Hook-Up!,"3,500,000","10,317,779","10,317,779"
"5,092",She's the One,"3,500,000","9,482,579","13,795,053"
"5,093",Terror Train,"3,500,000","8,000,000","8,000,000"
"5,094",Gods and Monsters,"3,500,000","6,451,628","6,451,628"
"5,095",El secreto de sus ojos,"3,500,000","6,391,436","40,527,719"
"5,096",Evil Dead II,"3,500,000","5,923,044","5,927,557"
"5,097",Day of the Dead,"3,500,000","5,804,262","34,004,262"
"5,098",First Reformed,"3,500,000","3,448,256","3,988,612"
"5,099",Pootie Tang,"3,500,000","3,293,258","3,293,258"
"5,100",Honey Boy,"3,500,000","3,012,615","3,415,721"
"5,101",The House Next Door: Meet the Blacks 2,"3,500,000","2,893,660","2,893,660"
"5,102","Don’t Worry, He Won’t Get Far on Foot","3,500,000","1,441,705","4,522,504"
"5,103",Believe,"3,500,000","890,303","890,303"
"5,104",La otra conquista,"3,500,000","886,410","886,410"
"5,105",American Honey,"3,500,000","663,247","2,611,750"
"5,106",The Bronze,"3,500,000","615,816","615,816"
"5,107",Trolljegeren,"3,500,000","253,444","5,706,638"
"5,108",Ira and Abby,"3,500,000","221,096","221,096"
"5,109",The Masked Saint,"3,500,000","182,695","182,695"
"5,110",Winter Passing,"3,500,000","107,492","113,783"
"5,111",D.E.B.S.,"3,500,000","96,793","96,793"
"5,112",Time to Choose,"3,500,000","29,233","29,233"
"5,113",Surveillance,"3,500,000","27,349","1,396,395"
"5,114",Taxman,"3,500,000","9,871","9,871"
"5,115",The Kick,"3,500,000",0,"40,622"
"5,116",The Betrayed,"3,500,000",0,0
"5,117",The Secret,"3,500,000",0,0
"5,118",2:13,"3,500,000",0,0
"5,119","Batman: The Dark Knight Returns, Part 2","3,500,000",0,0
"5,120",In the Name of the King III,"3,500,000",0,0
"5,121",Wicked Blood,"3,500,000",0,0
"5,122",Dawn Patrol,"3,500,000",0,0
"5,123",Jagten,"3,450,000","687,185","18,309,793"
"5,124",Lords of London,"3,440,000",0,0
"5,125",La marche de l'empereur,"3,400,000","77,437,223","133,276,359"
"5,126",High Anxiety,"3,400,000","31,063,038","31,063,038"
"5,127",Margin Call,"3,400,000","5,353,586","20,433,227"
"5,128",Choke,"3,400,000","2,926,565","4,124,277"
"5,129",L'incomparable mademoiselle C.,"3,400,000","493,905","493,905"
"5,130",La Tourneuse de Pages,"3,400,000","208,691","11,182,908"
"5,131",August,"3,400,000","12,636","12,636"
"5,132",Babysitting,"3,400,000",0,"24,564,100"
"5,133",To Write Love On Her Arms,"3,400,000",0,0
"5,134",Vilaine,"3,400,000",0,0
"5,135",Carousel,"3,380,000",0,"3,604"
"5,136",Whiplash,"3,300,000","13,092,006","39,123,993"
"5,137",Bella,"3,300,000","8,093,373","12,405,473"
"5,138",Cidade de Deus,"3,300,000","7,563,397","32,059,295"
"5,139",Human Traffic,"3,300,000","104,257","5,422,740"
"5,140",The Dead Girl,"3,300,000","19,875","19,875"
"5,141",The Opposite Sex,"3,300,000",0,"84,369"
"5,142",A Christmas Story,"3,250,000","20,640,209","20,640,209"
"5,143",Class of 1984,"3,250,000","6,965,361","6,965,361"
"5,144",Entre les murs,"3,250,000","3,766,810","34,114,067"
"5,145",Dreaming of Joseph Lees,"3,250,000","7,680","7,680"
"5,146",Rosemary's Baby,"3,200,000","33,395,426","33,396,740"
"5,147",Sorry to Bother You,"3,200,000","17,493,096","18,285,560"
"5,148",The Man Who Shot Liberty Valance,"3,200,000","8,000,000","8,000,000"
"5,149",Maria Full of Grace,"3,200,000","6,529,624","14,441,158"
"5,150",Beginners,"3,200,000","5,790,894","14,314,407"
"5,151",The Meddler,"3,200,000","4,267,219","5,526,942"
"5,152",Adam,"3,200,000","2,283,291","2,834,485"
"5,153",Feast,"3,200,000","56,131","690,872"
"5,154",It’s a Wonderful Life,"3,180,000","12,241,691","16,420,592"
"5,155",Trainspotting,"3,100,000","16,501,785","71,548,935"
"5,156",Antiviral,"3,100,000",0,"123,407"
"5,157",National Lampoon's Animal House,"3,000,000","141,600,000","141,600,000"
"5,158",Paranormal Activity 2,"3,000,000","84,752,907","177,512,032"
"5,159",War Room,"3,000,000","67,790,117","73,989,734"
"5,160",The Purge,"3,000,000","64,473,115","91,266,581"
"5,161",Goldfinger,"3,000,000","51,100,000","124,900,000"
"5,162",Sinister,"3,000,000","48,086,903","87,727,807"
"5,163",The Original Kings of Comedy,"3,000,000","38,168,022","38,236,338"
"5,164",The Bridge on the River Kwai,"3,000,000","33,300,000","33,300,000"
"5,165",Coming Home,"3,000,000","32,653,000","32,653,000"
"5,166",Serpico,"3,000,000","27,274,150","27,274,150"
"5,167",Waking Ned Devine,"3,000,000","24,793,251","55,193,251"
"5,168",Air Bud,"3,000,000","24,646,936","27,788,649"
"5,169",Bowling for Columbine,"3,000,000","21,576,018","58,240,487"
"5,170",A Nightmare on Elm Street Part 2: Freddy’s Reve&hellip;,"3,000,000","21,163,999","21,163,999"
"5,171",A Room with a View,"3,000,000","20,966,644","21,042,007"
"5,172",Love and Death,"3,000,000","20,123,742","20,123,742"
"5,173",Friday the 13th Part VI: Jason Lives,"3,000,000","19,472,057","19,472,523"
"5,174",Martin Lawrence Live: RunTelDat,"3,000,000","19,184,820","19,184,820"
"5,175",The Apartment,"3,000,000","18,600,000","24,599,998"
"5,176",The Farewell,"3,000,000","17,700,478","25,466,013"
"5,177",Cat on a Hot Tin Roof,"3,000,000","17,570,324","17,570,324"
"5,178",Beneath the Planet of the Apes,"3,000,000","17,489,009","17,489,009"
"5,179",Pokemon 3: The Movie,"3,000,000","17,052,128","68,452,128"
"5,180",Jason Goes to Hell: The Final Friday,"3,000,000","15,935,068","15,935,068"
"5,181",Spaced Invaders,"3,000,000","15,000,000","15,000,000"
"5,182",The Case for Christ,"3,000,000","14,678,714","17,966,760"
"5,183",Love & Friendship,"3,000,000","14,016,568","23,934,375"
"5,184",Family Plot,"3,000,000","13,200,000","13,200,000"
"5,185",Torn Curtain,"3,000,000","13,000,000","13,000,000"
"5,186",Upgrade,"3,000,000","11,977,130","16,976,561"
"5,187",Dave Chappelle's Block Party,"3,000,000","11,718,595","12,051,924"
"5,188",Krush Groove,"3,000,000","11,052,713","11,052,713"
"5,189",Impractical Jokers: The Movie,"3,000,000","10,466,091","10,466,091"
"5,190",Elmer Gantry,"3,000,000","10,400,000","10,400,064"
"5,191",Next Day Air,"3,000,000","10,027,047","10,172,519"
"5,192",Judgment at Nuremberg,"3,000,000","10,000,000","10,000,000"
"5,193",Belly,"3,000,000","9,639,390","9,639,390"
"5,194",Trippin’,"3,000,000","9,017,070","9,017,070"
"5,195",Red River,"3,000,000","9,012,000","9,012,000"
"5,196",The Deep End,"3,000,000","8,823,109","9,981,635"
"5,197",Before Midnight,"3,000,000","8,110,621","23,241,189"
"5,198",Teen Wolf Too,"3,000,000","7,888,000","7,888,000"
"5,199",The Collector,"3,000,000","7,712,114","10,473,836"
"5,200",Phantasm II,"3,000,000","7,282,851","7,282,851"
"5,201",Let There Be Light,"3,000,000","7,233,471","7,241,309"
"5,202",Phat Girlz,"3,000,000","7,061,128","7,301,115"
"5,203",Woman Thou Art Loosed,"3,000,000","6,879,730","6,879,730"
"5,204",Real Women Have Curves,"3,000,000","5,853,194","7,777,790"
"5,205",Gallipoli,"3,000,000","5,732,587","5,732,587"
"5,206",Water,"3,000,000","5,529,144","11,322,573"
"5,207",The Last Black Man in San Francisco,"3,000,000","4,515,719","4,637,842"
"5,208",Don’t Think Twice,"3,000,000","4,417,983","4,417,983"
"5,209",Swiss Army Man,"3,000,000","4,210,454","5,837,111"
"5,210",East is East,"3,000,000","4,170,647","30,438,635"
"5,211",Whipped,"3,000,000","4,142,507","4,142,507"
"5,212",Kama Sutra,"3,000,000","4,109,095","4,109,095"
"5,213",Frances Ha,"3,000,000","4,067,398","11,216,237"
"5,214",Please Give,"3,000,000","4,033,574","4,566,662"
"5,215",Willy Wonka & the Chocolate Factory,"3,000,000","4,000,000","4,065,791"
"5,216",Warlock: The Armageddon,"3,000,000","3,902,679","3,902,679"
"5,217",8 Heads in a Duffel Bag,"3,000,000","3,602,884","4,002,884"
"5,218",Days of Heaven,"3,000,000","3,446,749","3,660,880"
"5,219",Thirteen Conversations About One Thing,"3,000,000","3,287,435","3,705,923"
"5,220",Compadres,"3,000,000","3,127,773","7,445,044"
"5,221",Jawbreaker,"3,000,000","3,076,820","3,076,820"
"5,222",Basquiat,"3,000,000","2,962,051","2,962,051"
"5,223",Tsotsi,"3,000,000","2,912,606","11,537,539"
"5,224",Letters to God,"3,000,000","2,848,587","3,237,452"
"5,225",Happiness,"3,000,000","2,746,453","5,746,453"
"5,226",I'm in Love with a Church Girl,"3,000,000","2,387,730","2,503,392"
"5,227",DysFunkTional Family,"3,000,000","2,255,000","2,255,000"
"5,228",Tusk,"3,000,000","1,821,983","1,887,554"
"5,229",The Wall,"3,000,000","1,803,064","4,495,262"
"5,230",Elephant,"3,000,000","1,266,955","10,051,516"
"5,231",Damsels in Distress,"3,000,000","1,007,535","1,324,299"
"5,232",Oldboy,"3,000,000","707,391","6,219,559"
"5,233",Hobo with a Shotgun,"3,000,000","703,372","834,953"
"5,234",The D Train,"3,000,000","669,688","816,494"
"5,235",Creature,"3,000,000","508,714","533,235"
"5,236",Bachelorette,"3,000,000","446,770","12,577,401"
"5,237",Fish Tank,"3,000,000","374,675","5,922,292"
"5,238",Everybody Wants to Be Italian,"3,000,000","351,416","351,416"
"5,239",The Bounce Back,"3,000,000","321,910","421,404"
"5,240",Freeway,"3,000,000","295,493","295,493"
"5,241",Love's Abiding Joy,"3,000,000","252,726","252,726"
"5,242",Dead Alive,"3,000,000","242,623","242,623"
"5,243",The Climb,"3,000,000","234,429","1,027,043"
"5,244",Chain Letter,"3,000,000","205,842","1,022,453"
"5,245",Tim and Eric's Billion Dollar Movie,"3,000,000","201,436","223,652"
"5,246",Holly,"3,000,000","163,069","163,069"
"5,247",Hard Eight,"3,000,000","142,356","142,715"
"5,248",The Eclipse,"3,000,000","133,411","133,411"
"5,249",The Grand,"3,000,000","115,879","115,879"
"5,250",Sommersturm,"3,000,000","95,204","95,204"
"5,251",Fort McCoy,"3,000,000","78,948","78,948"
"5,252",The Gambler,"3,000,000","51,773","101,773"
"5,253",Just Looking,"3,000,000","39,852","39,852"
"5,254",Before We Go,"3,000,000","37,151","483,938"
"5,255",The Divide,"3,000,000","18,000","156,362"
"5,256",Tanner Hall,"3,000,000","5,073","5,073"
"5,257",My Big Fat Independent Movie,"3,000,000","4,655","4,655"
"5,258",Demonic,"3,000,000",0,"4,668,109"
"5,259",à l\'intérieur,"3,000,000",0,"895,932"
"5,260",3 From Hell,"3,000,000",0,"119,009"
"5,261",They Came Together,"3,000,000",0,"82,780"
"5,262",Open Road,"3,000,000",0,"47,469"
"5,263",Alice in Wonderland,"3,000,000",0,0
"5,264",Barry Munday,"3,000,000",0,0
"5,265",The Deported,"3,000,000",0,0
"5,266",Chicago Overcoat,"3,000,000",0,0
"5,267",Never Back Down 2: The Beatdown,"3,000,000",0,0
"5,268",AWOL-72,"3,000,000",0,0
"5,269",30 Nights Of Paranormal Activity With The Devil&hellip;,"3,000,000",0,0
"5,270",Enter the Dangerous Mind,"3,000,000",0,0
"5,271",Something Wicked,"3,000,000",0,0
"5,272",Point Blank,"3,000,000",0,0
"5,273",Iguana,"3,000,000",0,0
"5,274",Four Single Fathers,"3,000,000",0,0
"5,275",Amnesiac,"3,000,000",0,0
"5,276",Unnatural,"3,000,000",0,0
"5,277",Close Range,"3,000,000",0,0
"5,278",Candyman 3: Day of the Dead,"3,000,000",0,0
"5,279",The Harvey Girls,"2,931,000","4,100,000","4,100,000"
"5,280",Cinderella,"2,900,000","85,000,000","263,591,415"
"5,281",Central do Brasil,"2,900,000","5,969,553","17,006,158"
"5,282",Pocketful of Miracles,"2,900,000","5,000,000","5,000,000"
"5,283",Boynton Beach Club,"2,900,000","3,127,472","3,127,472"
"5,284",Freakonomics,"2,900,000","101,270","172,867"
"5,285",Griff the Invisible,"2,900,000","20,778","25,935"
"5,286",Some Like it Hot,"2,883,848","25,000,000","25,038,874"
"5,287",High Tension,"2,850,000","3,681,066","6,435,262"
"5,288",Young Frankenstein,"2,800,000","86,300,000","86,300,489"
"5,289",The Omen,"2,800,000","48,570,885","48,577,431"
"5,290",Hustle & Flow,"2,800,000","22,202,809","23,591,783"
"5,291",Friday the 13th Part VII: The New Blood,"2,800,000","19,170,001","19,170,001"
"5,292",Midnight Sun,"2,800,000","9,561,064","26,952,508"
"5,293",Phoenix Forgotten,"2,800,000","3,600,146","3,697,729"
"5,294",Artie Lange's Beer League,"2,800,000","475,000","475,000"
"5,295","Hvítur, Hvítur Dagur","2,800,000",0,"836,600"
"5,296",The Wizard of Oz,"2,777,000","34,685,891","34,949,482"
"5,297",Diary of the Dead,"2,750,000","952,620","5,394,447"
"5,298",Deux,"2,750,000","5,495","1,327,823"
"5,299",The Black Stallion,"2,700,000","37,799,643","37,799,643"
"5,300",Ulee's Gold,"2,700,000","9,054,736","15,600,000"
"5,301",Indivisible,"2,700,000","3,511,417","3,589,633"
"5,302",Lage Raho Munna Bhai,"2,700,000","2,217,561","31,517,561"
"5,303",Le fils de l’autre,"2,700,000","1,220,807","5,969,923"
"5,304",Sardaar Ji,"2,700,000",0,"8,200,000"
"5,305",Rejsen til Saturn,"2,700,000",0,"5,377,665"
"5,306",Donovan's Reef,"2,686,000","6,600,000","6,600,000"
"5,307",Diane,"2,660,000",0,0
"5,308",The Dress,"2,650,000","16,556","16,556"
"5,309",A Guy Named Joe,"2,627,000","5,363,000","5,363,000"
"5,310",Blazing Saddles,"2,600,000","119,500,000","119,500,000"
"5,311",Friday the 13th Part IV: The Final Chapter,"2,600,000","32,980,880","32,980,880"
"5,312",Ida,"2,600,000","3,827,060","15,298,355"
"5,313",Maurice,"2,600,000","3,147,950","3,305,831"
"5,314",Riding Giants,"2,600,000","2,276,368","3,292,333"
"5,315",Los Cronocrímenes,"2,600,000","39,127","564,474"
"5,316",La Cara Oculta,"2,600,000",0,"7,033,931"
"5,317",Timber Falls,"2,600,000",0,"71,248"
"5,318",Silver Medalist,"2,600,000",0,0
"5,319","Fat, Sick & Nearly Dead","2,600,000",0,0
"5,320",Singin' in the Rain,"2,540,000","7,200,000","7,241,009"
"5,321",Bonnie and Clyde,"2,500,000","50,700,000","50,700,128"
"5,322",A Haunted House,"2,500,000","40,041,683","59,922,558"
"5,323",2016: Obama’s America,"2,500,000","33,349,941","33,349,941"
"5,324",Kevin Hart: Let Me Explain,"2,500,000","32,244,051","32,327,255"
"5,325",Garden State,"2,500,000","26,782,316","36,028,802"
"5,326",That Thing You Do!,"2,500,000","25,857,416","34,557,416"
"5,327",Halloween II,"2,500,000","25,533,818","25,533,818"
"5,328",Halloween 3: Season of the Witch,"2,500,000","14,400,000","14,400,000"
"5,329",Religulous,"2,500,000","13,011,160","13,881,317"
"5,330",Escape from the Planet of the Apes,"2,500,000","12,300,000","12,300,000"
"5,331",Hud,"2,500,000","10,000,000","10,000,000"
"5,332",The Spectacular Now,"2,500,000","6,852,971","6,916,951"
"5,333",My Own Private Idaho,"2,500,000","6,401,336","6,402,775"
"5,334",Before Sunrise,"2,500,000","5,274,005","5,691,852"
"5,335",Hunt for the Wilderpeople,"2,500,000","5,205,471","23,900,842"
"5,336",Robot & Frank,"2,500,000","3,317,468","4,934,356"
"5,337",Sur Le Seuil,"2,500,000","2,013,052","2,013,052"
"5,338",Jesus' Son,"2,500,000","1,282,084","1,687,548"
"5,339",Saving Face,"2,500,000","1,187,266","1,269,705"
"5,340",Brick Lane,"2,500,000","1,094,998","3,838,486"
"5,341",Timbuktu,"2,500,000","1,076,075","6,815,821"
"5,342",The Lost Medallion: The Adventures of Billy Stone,"2,500,000","549,632","549,632"
"5,343",My Life Without Me,"2,500,000","432,360","12,267,275"
"5,344",Marilyn Hotchkiss' Ballroom Dancing and Charm S&hellip;,"2,500,000","349,132","497,195"
"5,345",Super,"2,500,000","327,716","593,933"
"5,346",Her Smell,"2,500,000","255,599","306,217"
"5,347",Fuel,"2,500,000","174,255","174,255"
"5,348",Valley of the Hearts Delight,"2,500,000","118,666","118,666"
"5,349",The Other End of the Line,"2,500,000","115,504","507,446"
"5,350",8: The Mormon Proposition,"2,500,000","100,280","100,280"
"5,351",Sleep Dealer,"2,500,000","80,136","108,907"
"5,352",Eye of the Dolphin,"2,500,000","72,210","72,260"
"5,353",Underdogs,"2,500,000","35,017","1,392,649"
"5,354",Anatomie,"2,500,000","9,598","9,598"
"5,355",Echo Boomers,"2,500,000",0,"2,003,433"
"5,356",The Calling,"2,500,000",0,0
"5,357",Alien Uprising,"2,500,000",0,0
"5,358",Christmas Mail,"2,500,000",0,0
"5,359",Stung,"2,500,000",0,0
"5,360",Sky Sharks,"2,500,000",0,0
"5,361",8 Days,"2,500,000",0,0
"5,362",Antibirth,"2,500,000",0,0
"5,363",The Rise of the Krays,"2,500,000",0,0
"5,364",Not Safe For Work,"2,500,000",0,0
"5,365",Malcolm & Marie,"2,500,000",0,0
"5,366",Go For It!,"2,450,000","180,237","182,358"
"5,367",Get on the Bus,"2,400,000","5,691,854","5,691,854"
"5,368",Thr3e,"2,400,000","1,008,849","1,420,418"
"5,369",Idiocracy,"2,400,000","444,093","500,296"
"5,370",Nikté,"2,400,000",0,"1,333,891"
"5,371",The Kindergarten Teacher,"2,400,000",0,"552,188"
"5,372",Always Woodstock,"2,400,000",0,0
"5,373",This is England,"2,380,000","327,919","8,739,576"
"5,374",Bathing Beauty,"2,361,000","3,500,000","3,500,000"
"5,375",Do You Believe?,"2,300,000","12,985,600","14,628,921"
"5,376",Show Boat,"2,300,000","11,000,000","11,000,000"
"5,377",Profile,"2,300,000","1,744,740","1,838,205"
"5,378","Dancer, Texas Pop. 81","2,300,000","574,838","574,838"
"5,379",A Mouthful of Air,"2,300,000","269,435","269,435"
"5,380",Frontera,"2,300,000","59,696","59,696"
"5,381",Redemption Road,"2,300,000","29,384","29,384"
"5,382",The Toxic Avenger Part II,"2,300,000","28,950","28,950"
"5,383",Eden,"2,300,000",0,0
"5,384",The Brave Little Toaster,"2,300,000",0,0
"5,385",Pinocchio,"2,289,247","84,300,000","84,300,000"
"5,386",Fantasia,"2,280,000","83,320,000","83,320,832"
"5,387",Friday the 13th Part 3,"2,250,000","36,690,067","36,690,067"
"5,388",The French Connection,"2,200,000","41,158,757","41,159,421"
"5,389",Friday the 13th Part V: A New Beginning,"2,200,000","21,930,418","21,930,418"
"5,390",The Last Sin Eater,"2,200,000","388,390","388,390"
"5,391",Louise-Michel,"2,200,000",0,"5,482,242"
"5,392",Impact Point,"2,200,000",0,0
"5,393",The Valley of Decision,"2,160,000","9,132,000","9,132,000"
"5,394",Chicken Tikka Masala,"2,160,000",0,"37,865"
"5,395",Jack Brooks: Monster Slayer,"2,150,000",0,0
