number,moviename,Budget,Domestic,Worldwide
934,Tian jiang xiong shi,"65,000,000","74,070","122,519,874"
935,Air Strike,"65,000,000",0,"516,279"
936,Extraction,"65,000,000",0,0
937,Prey,"65,000,000",0,0
938,Little Man,"64,000,000","58,636,047","101,636,047"
939,Clifford the Big Red Dog,"64,000,000","48,947,356","78,418,101"
940,Random Hearts,"64,000,000","31,054,924","63,200,000"
941,Perfume: The Story of a Murderer,"63,700,000","2,223,293","133,603,463"
942,Jurassic Park,"63,000,000","402,523,348","1,045,573,035"
943,Austin Powers in Goldmember,"63,000,000","213,117,789","296,338,663"
944,Hop,"63,000,000","108,085,305","188,494,082"
945,American Assassin,"63,000,000","36,249,674","68,310,140"
946,Wyatt Earp,"63,000,000","25,052,000","25,052,000"
947,Clear and Present Danger,"62,000,000","122,012,656","207,500,000"
948,U-571,"62,000,000","77,086,030","127,630,030"
949,The American President,"62,000,000","60,022,813","107,822,813"
950,The Hateful Eight,"62,000,000","54,117,416","151,813,358"
951,The Love Guru,"62,000,000","32,235,793","40,159,017"
952,3000 Miles to Graceland,"62,000,000","15,738,632","18,708,848"
953,Gone Girl,"61,000,000","167,767,189","367,160,781"
954,A Quiet Place: Part II,"61,000,000","160,215,764","296,650,356"
955,Blades of Glory,"61,000,000","118,594,548","145,594,548"
956,Maze Runner: The Scorch Trials,"61,000,000","81,697,192","310,566,162"
957,2 Guns,"61,000,000","75,612,460","132,493,015"
958,Maze Runner: The Death Cure,"61,000,000","58,032,443","265,878,536"
959,A Dog’s Way Home,"61,000,000","41,952,715","81,152,505"
960,Mei Ren Yu,"60,720,000","3,229,457","525,018,479"
961,Meet the Fockers,"60,000,000","279,167,575","516,567,575"
962,The Lego Movie,"60,000,000","257,784,718","468,084,718"
963,300,"60,000,000","210,614,939","454,161,935"
964,Wild Hogs,"60,000,000","168,213,584","253,555,383"
965,Marley & Me,"60,000,000","143,153,751","247,812,011"
966,The Green Mile,"60,000,000","136,801,374","290,701,374"
967,The Truman Show,"60,000,000","125,618,201","264,118,201"
968,Sully,"60,000,000","125,070,033","238,524,556"
969,The Bourne Identity,"60,000,000","121,468,960","214,357,371"
970,Couples Retreat,"60,000,000","109,205,660","172,450,423"
971,Goldeneye,"60,000,000","106,429,941","356,429,933"
972,The Italian Job,"60,000,000","106,126,012","176,262,839"
973,Daddy Day Care,"60,000,000","104,148,781","164,285,587"
974,The General\'s Daughter,"60,000,000","102,705,852","149,705,852"
975,The Prince of Egypt,"60,000,000","101,413,188","218,613,188"
976,Collateral,"60,000,000","100,170,152","217,602,967"
977,Cats & Dogs,"60,000,000","93,375,151","200,700,000"
978,Two Weeks Notice,"60,000,000","93,354,918","199,043,309"
979,Antz,"60,000,000","90,757,863","152,457,863"
980,The Scorpion King,"60,000,000","90,580,000","165,890,634"
981,Red,"60,000,000","90,380,162","196,439,693"
982,Starsky & Hutch,"60,000,000","88,200,225","170,200,225"
983,Days of Thunder,"60,000,000","82,670,733","157,670,733"
984,Cheaper by the Dozen 2,"60,000,000","82,571,173","135,015,330"
985,Eat Pray Love,"60,000,000","80,574,010","206,598,789"
986,Jack Reacher,"60,000,000","80,070,736","217,370,736"
987,Man on Fire,"60,000,000","77,906,816","130,968,579"
988,The Family Man,"60,000,000","75,764,085","124,715,863"
989,Contagion,"60,000,000","75,658,097","137,551,591"
990,Any Given Sunday,"60,000,000","75,530,832","100,230,832"
991,The Horse Whisperer,"60,000,000","75,383,563","186,883,563"
992,Coraline,"60,000,000","75,286,229","126,037,057"
993,Ladder 49,"60,000,000","74,541,707","102,332,848"
994,Deep Blue Sea,"60,000,000","73,648,228","165,048,228"
995,Michael Jackson's This Is It,"60,000,000","72,091,016","252,091,016"
996,Ticket to Paradise,"60,000,000","68,275,985","172,144,752"
997,Kangaroo Jack,"60,000,000","66,723,216","90,558,582"
998,The Happening,"60,000,000","64,506,874","162,778,384"
999,London Has Fallen,"60,000,000","62,524,260","195,194,085"
"1,000",Rules of Engagement,"60,000,000","61,322,858","71,719,931"
"1,001",The Shaggy Dog,"60,000,000","61,123,569","87,123,569"
"1,002",Jingle All the Way,"60,000,000","60,592,389","129,832,389"
"1,003",Hellboy,"60,000,000","59,623,958","99,823,958"
"1,004",Jack Reacher: Never Go Back,"60,000,000","58,697,076","159,946,489"
"1,005",Baywatch,"60,000,000","58,060,186","175,863,783"
"1,006",U.S. Marshals,"60,000,000","57,833,603","57,833,603"
"1,007",A Civil Action,"60,000,000","56,709,981","56,709,981"
"1,008",Joy,"60,000,000","56,451,232","101,134,059"
"1,009",ParaNorman,"60,000,000","56,003,051","108,119,662"
"1,010",The Jackal,"60,000,000","54,956,941","159,356,941"
"1,011",Paycheck,"60,000,000","53,789,313","98,819,789"
"1,012",Up Close & Personal,"60,000,000","51,045,801","100,645,801"
"1,013",The Tale of Despereaux,"60,000,000","50,877,145","90,482,317"
"1,014",The Boxtrolls,"60,000,000","50,837,305","111,898,741"
"1,015",The Tuxedo,"60,000,000","50,586,000","104,429,625"
"1,016",Jack Ryan: Shadow Recruit,"60,000,000","50,577,412","131,377,412"
"1,017",Under Siege 2: Dark Territory,"60,000,000","50,024,083","104,324,083"
"1,018",Miss Congeniality 2: Armed and Fabulous,"60,000,000","48,478,006","101,292,343"
"1,019",Vice,"60,000,000","47,836,282","70,893,782"
"1,020",Alien: Resurrection,"60,000,000","47,795,018","160,700,000"
"1,021",Shooter,"60,000,000","47,003,582","95,538,560"
"1,022",Practical Magic,"60,000,000","46,850,558","68,336,997"
"1,023",Gangster Squad,"60,000,000","46,000,903","104,100,903"
"1,024",Smurfs: The Lost Village,"60,000,000","45,020,282","197,578,586"
"1,025",First Man,"60,000,000","44,936,545","105,523,737"
"1,026",Year One,"60,000,000","43,337,279","57,604,723"
"1,027",Edge of Darkness,"60,000,000","43,313,890","82,812,456"
"1,028",Star Trek: Nemesis,"60,000,000","43,254,409","67,312,826"
"1,029",Reign of Fire,"60,000,000","43,061,982","82,150,183"
"1,030",Planet 51,"60,000,000","42,194,060","108,996,113"
"1,031",Duplicity,"60,000,000","40,572,825","81,079,566"
"1,032",Righteous Kill,"60,000,000","40,081,410","78,481,410"
"1,033",Invictus,"60,000,000","37,491,364","124,514,011"
"1,034",State of Play,"60,000,000","37,017,955","88,832,210"
"1,035",My Favorite Martian,"60,000,000","36,850,101","36,850,101"
"1,036",The Sentinel,"60,000,000","36,280,697","78,080,697"
"1,037",Trouble with the Curve,"60,000,000","35,763,137","47,818,913"
"1,038",Intolerable Cruelty,"60,000,000","35,327,628","121,327,628"
"1,039",The Relic,"60,000,000","33,956,608","33,956,608"
"1,040",Mercury Rising,"60,000,000","32,983,332","32,983,332"
"1,041",Almost Famous,"60,000,000","32,522,352","47,371,191"
"1,042",Cold Pursuit,"60,000,000","32,138,862","62,599,159"
"1,043",Analyze That,"60,000,000","32,122,249","54,994,757"
"1,044",The Soloist,"60,000,000","31,853,584","38,522,450"
"1,045",The Mortal Instruments: City of Bones,"60,000,000","31,165,421","75,965,567"
"1,046",The Legend of Bagger Vance,"60,000,000","30,695,227","39,235,486"
"1,047",Dragonfly,"60,000,000","30,063,805","30,317,425"
"1,048",Priest,"60,000,000","29,136,626","84,154,026"
"1,049",Garfield: A Tail of Two Kitties,"60,000,000","28,426,747","147,985,373"
"1,050",XXX: State of the Union,"60,000,000","26,873,932","71,073,932"
"1,051",Event Horizon,"60,000,000","26,673,242","26,673,954"
"1,052",Sinbad: Legend of the Seven Seas,"60,000,000","26,483,452","80,767,884"
"1,053",Dark Water,"60,000,000","25,473,093","49,473,093"
"1,054",The Avengers,"60,000,000","23,385,416","48,585,416"
"1,055",The Black Dahlia,"60,000,000","22,672,813","49,238,525"
"1,056",EDtv,"60,000,000","22,508,689","35,319,689"
"1,057",The Spirit,"60,000,000","19,806,188","39,006,188"
"1,058",The Last Castle,"60,000,000","18,208,078","20,541,668"
"1,059",Inkheart,"60,000,000","17,303,424","66,655,938"
"1,060",Monster Hunter,"60,000,000","15,162,470","47,853,893"
"1,061",Supernova,"60,000,000","14,218,868","14,816,494"
"1,062",Flyboys,"60,000,000","13,090,630","14,816,379"
"1,063",Winter’s Tale,"60,000,000","12,600,231","29,575,033"
"1,064",Holy Man,"60,000,000","12,069,719","12,069,719"
"1,065",Meet Dave,"60,000,000","11,803,254","50,648,806"
"1,066",Nightmare Alley,"60,000,000","11,338,107","37,537,773"
"1,067",The Great Raid,"60,000,000","10,166,502","10,597,070"
"1,068",Rock Dog,"60,000,000","9,420,546","24,148,488"
"1,069",Mortdecai,"60,000,000","7,696,134","30,396,134"
"1,070",The SpongeBob Movie: Sponge on the Run,"60,000,000","4,810,790","4,810,790"
"1,071",In the Name of the King: A Dungeon Siege Tale,"60,000,000","4,775,656","13,233,220"
"1,072",Beyond Borders,"60,000,000","4,426,297","11,427,090"
"1,073",Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,"60,000,000","709,982","194,058,503"
"1,074",The Informer,"60,000,000","300,460","2,366,073"
"1,075",Coming 2 America,"60,000,000",0,0
"1,076",The Ridiculous 6,"60,000,000",0,0
"1,077",Lady and the Tramp,"60,000,000",0,0
"1,078",Sherlock Gnomes,"59,000,000","43,242,871","97,459,106"
"1,079",The Kid Who Would Be King,"59,000,000","16,790,790","28,296,983"
"1,080",Deadpool,"58,000,000","363,070,709","781,947,691"
"1,081",American Sniper,"58,000,000","350,126,372","547,326,372"
"1,082",Goosebumps,"58,000,000","80,069,458","158,952,243"
"1,083",Rambo III,"58,000,000","53,715,611","188,715,611"
"1,084",Sabrina,"58,000,000","53,458,319","87,100,000"
"1,085",Red Tails,"58,000,000","49,876,377","50,365,498"
"1,086",Just Like Heaven,"58,000,000","48,318,130","100,687,083"
"1,087",The Internship,"58,000,000","44,672,764","93,672,764"
"1,088",The Flintstones in Viva Rock Vegas,"58,000,000","35,231,365","59,431,365"
"1,089",Leatherheads,"58,000,000","31,373,938","41,348,628"
"1,090",Life,"58,000,000","30,234,022","101,815,660"
"1,091",Did You Hear About the Morgans?,"58,000,000","29,580,087","80,480,566"
"1,092","Che, Part 1: The Argentine","58,000,000","1,802,521","31,627,370"
"1,093",Sex and the City,"57,500,000","152,647,258","415,247,258"
"1,094",Resident Evil: Afterlife,"57,500,000","60,128,566","295,874,190"
"1,095",That’s My Boy,"57,500,000","36,931,089","58,879,681"
"1,096",Devil’s Advocate,"57,000,000","61,007,424","153,007,424"
"1,097",Ghost Rider: Spirit of Vengeance,"57,000,000","51,774,002","149,217,355"
"1,098",Dragonheart,"57,000,000","51,364,680","104,364,680"
"1,099",After the Sunset,"57,000,000","28,328,132","38,329,114"
"1,100",Captain Corelli's Mandolin,"57,000,000","25,528,495","62,097,495"
"1,101",Into the Woods,"56,200,000","128,002,372","212,416,317"
"1,102",Anger Management,"56,000,000","135,560,942","195,484,552"
"1,103",The Pacifier,"56,000,000","113,006,880","198,006,880"
"1,104",Walking Tall,"56,000,000","46,213,824","47,856,383"
"1,105",Zhuo yao ji,"56,000,000","32,766","359,295,591"
"1,106",Joker,"55,000,000","335,451,311","1,069,121,583"
"1,107",Forrest Gump,"55,000,000","330,151,138","679,835,137"
"1,108",Alvin and the Chipmunks,"55,000,000","217,326,974","362,605,033"
"1,109",Bohemian Rhapsody,"55,000,000","216,303,339","882,205,260"
"1,110",Hitch,"55,000,000","177,784,257","366,784,257"
"1,111",Meet the Parents,"55,000,000","166,225,040","330,425,040"
"1,112",The Pursuit of Happyness,"55,000,000","162,586,036","307,311,093"
"1,113",Pocahontas,"55,000,000","141,579,773","347,100,000"
"1,114",Superman,"55,000,000","134,218,018","300,200,000"
"1,115",The Nutty Professor,"55,000,000","128,814,019","273,814,019"
"1,116",Fifty Shades Darker,"55,000,000","114,434,010","381,367,046"
"1,117",Captain Phillips,"55,000,000","107,136,417","220,648,184"
"1,118",George Of The Jungle,"55,000,000","105,263,257","174,463,257"
"1,119",American Wedding,"55,000,000","104,354,205","232,354,205"
"1,120",Murder on the Orient Express,"55,000,000","102,826,543","351,767,147"
"1,121",The Equalizer,"55,000,000","101,530,738","192,903,624"
"1,122",Fifty Shades Freed,"55,000,000","100,407,760","371,985,018"
"1,123",Casper,"55,000,000","100,328,194","282,300,000"
"1,124",Date Night,"55,000,000","98,711,404","152,269,033"
"1,125",Maid in Manhattan,"55,000,000","93,932,896","163,838,217"
"1,126",Crimson Tide,"55,000,000","91,387,195","159,387,195"
"1,127",Flightplan,"55,000,000","89,706,988","214,392,904"
"1,128",Disclosure,"55,000,000","83,015,089","212,200,000"
"1,129",City of Angels,"55,000,000","78,750,909","198,750,909"
"1,130",Paddington,"55,000,000","76,223,578","252,410,984"
"1,131",R.V.,"55,000,000","71,724,497","87,473,024"
"1,132",Stargate,"55,000,000","71,565,669","196,565,669"
"1,133",Kill Bill: Volume 1,"55,000,000","70,098,138","176,469,428"
"1,134",Mr. Poppers's Penguins,"55,000,000","68,224,452","189,624,452"
"1,135",Bowfinger,"55,000,000","66,458,769","98,699,769"
"1,136",Kill Bill: Volume 2,"55,000,000","66,207,920","153,535,982"
"1,137",Tango & Cash,"55,000,000","63,408,614","63,408,614"
"1,138",Death Becomes Her,"55,000,000","58,422,650","149,022,650"
"1,139",Shanghai Noon,"55,000,000","56,932,305","71,189,835"
"1,140",Executive Decision,"55,000,000","56,679,192","122,079,192"
"1,141",Free Birds,"55,000,000","55,750,480","110,387,072"
"1,142",Alien 3,"55,000,000","54,927,174","158,500,000"
"1,143",The Forbidden Kingdom,"55,000,000","52,075,270","129,075,270"
"1,144",The Phantom of the Opera,"55,000,000","51,225,796","153,770,052"
"1,145",Muppets Most Wanted,"55,000,000","51,178,893","79,312,301"
"1,146",Evita,"55,000,000","50,047,179","151,947,179"
"1,147",Kubo and the Two Strings,"55,000,000","48,023,088","77,548,122"
"1,148",Mortal Kombat,"55,000,000","42,326,031","83,508,259"
"1,149",Ronin,"55,000,000","41,610,884","70,692,101"
"1,150",Burlesque,"55,000,000","39,440,655","90,552,675"
"1,151",The Ghost and the Darkness,"55,000,000","38,564,422","38,564,422"
"1,152",Changeling,"55,000,000","35,739,802","113,805,580"
"1,153",The Watch,"55,000,000","34,353,000","67,130,045"
"1,154",The Hunted,"55,000,000","34,234,008","47,213,095"
"1,155",Instinct,"55,000,000","34,105,207","34,105,207"
"1,156",Stuck On You,"55,000,000","33,832,741","63,537,164"
"1,157",Semi-Pro,"55,000,000","33,479,698","43,980,363"
"1,158",Annihilation,"55,000,000","32,732,301","43,070,915"
"1,159",Crimson Peak,"55,000,000","31,090,320","74,966,854"
"1,160",The Pirates! Band of Misfits,"55,000,000","31,051,126","136,143,605"
"1,161",In the Heights,"55,000,000","29,975,167","43,646,976"
"1,162",Aeon Flux,"55,000,000","25,857,987","53,913,573"
"1,163",Chain Reaction,"55,000,000","21,226,204","60,209,334"
"1,164",The Fan,"55,000,000","18,582,965","18,582,965"
"1,165",Elizabeth: The Golden Age,"55,000,000","16,285,240","74,870,866"
"1,166",Imagine That,"55,000,000","16,222,392","22,438,144"
"1,167",Gods and Generals,"55,000,000","12,882,934","12,923,936"
"1,168",Turbulence,"55,000,000","11,532,774","11,532,774"
"1,169",Bullet to the Head,"55,000,000","9,489,829","22,597,969"
"1,170",All the King's Men,"55,000,000","7,221,458","9,521,458"
"1,171",Thunderbirds,"55,000,000","6,768,055","28,231,444"
"1,172",Un long dimanche de fiançailles,"55,000,000","6,167,817","69,722,444"
"1,173",Lucky You,"55,000,000","5,755,286","6,521,829"
"1,174",Lolita,"55,000,000","1,147,784","1,147,784"
"1,175",Eye See You,"55,000,000","79,161","1,807,990"
"1,176",Superman II,"54,000,000","108,185,706","190,400,000"
"1,177",Blade 2,"54,000,000","81,676,888","154,338,601"
"1,178","You, Me and Dupree","54,000,000","75,802,010","130,402,010"
"1,179",Seven Pounds,"54,000,000","69,951,824","166,617,328"
"1,180",The Godfather: Part III,"54,000,000","66,666,062","66,788,488"
"1,181",Elizabethtown,"54,000,000","26,850,426","50,719,373"
"1,182",Gigli,"54,000,000","6,087,542","7,126,002"
"1,183",Shaft,"53,012,938","70,327,868","107,190,108"
"1,184",The Dukes of Hazzard,"53,000,000","80,270,227","109,848,461"
"1,185",Law Abiding Citizen,"53,000,000","73,357,727","131,159,781"
"1,186",Black Mass,"53,000,000","62,575,678","98,837,872"
"1,187",Anastasia,"53,000,000","58,403,409","139,801,096"
"1,188",Moulin Rouge,"53,000,000","57,386,369","179,199,536"
"1,189",Domestic Disturbance,"53,000,000","45,207,112","54,207,112"
"1,190",Flags of Our Fathers,"53,000,000","33,602,376","63,657,941"
"1,191",Grindhouse,"53,000,000","25,031,037","50,187,789"
"1,192",Beloved,"53,000,000","22,852,487","22,852,487"
"1,193",Zero Dark Thirty,"52,500,000","95,720,716","134,612,435"
"1,194",Catch Me if You Can,"52,000,000","164,606,800","355,612,291"
"1,195",Mamma Mia!,"52,000,000","144,130,063","590,493,991"
"1,196",The Break-Up,"52,000,000","118,703,275","205,727,307"
"1,197",Valentine's Day,"52,000,000","110,485,654","217,569,328"
"1,198",Casino,"52,000,000","42,438,300","110,400,000"
"1,199",The Change-Up,"52,000,000","37,243,418","75,997,067"
"1,200",The Thin Red Line,"52,000,000","36,400,491","97,709,034"
"1,201",Man on the Moon,"52,000,000","34,580,635","47,407,635"
"1,202",From Paris With Love,"52,000,000","24,077,427","53,139,168"
"1,203",Bulletproof Monk,"52,000,000","23,010,607","26,922,492"
"1,204","Me, Myself & Irene","51,000,000","90,570,999","149,270,999"
"1,205",Barnyard: The Original Party Animals,"51,000,000","72,779,000","118,583,844"
"1,206",Alpha,"51,000,000","35,851,379","99,624,873"
"1,207",Deck the Halls,"51,000,000","35,093,569","46,815,807"
"1,208",Greyhound,"50,300,000",0,0
"1,209",The Adjustment Bureau,"50,200,000","62,495,645","126,931,325"
"1,210",The Twilight Saga: New Moon,"50,000,000","296,623,634","687,557,727"
"1,211",Shrek,"50,000,000","267,655,011","491,812,794"
"1,212",Ted,"50,000,000","218,665,740","556,016,627"
"1,213",22 Jump Street,"50,000,000","191,719,337","331,333,876"
"1,214",Robin Hood: Prince of Thieves,"50,000,000","165,493,908","390,500,000"
"1,215",Jerry Maguire,"50,000,000","153,952,592","273,552,592"
"1,216",Daddy’s Home,"50,000,000","150,357,137","241,504,989"
"1,217",As Good as it Gets,"50,000,000","148,478,011","314,111,923"
"1,218",Patch Adams,"50,000,000","135,014,968","202,173,000"
"1,219",Central Intelligence,"50,000,000","127,440,871","217,194,805"
"1,220",Anchorman 2: The Legend Continues,"50,000,000","127,413,176","172,246,223"
"1,221",Super 8,"50,000,000","127,004,179","257,972,745"
"1,222",Mr. Deeds,"50,000,000","126,293,452","171,269,535"
"1,223",Erin Brockovich,"50,000,000","125,548,685","257,805,243"
"1,224",Creed II,"50,000,000","115,715,889","213,591,522"
"1,225",Peter Rabbit,"50,000,000","115,234,093","346,727,372"
"1,226",How to Lose a Guy in 10 Days,"50,000,000","105,807,520","178,503,788"
"1,227",Interview with the Vampire,"50,000,000","105,264,608","223,564,608"
"1,228",The Mule,"50,000,000","103,804,407","173,453,994"
"1,229",Yes Man,"50,000,000","97,690,976","225,990,976"
"1,230",Non-Stop,"50,000,000","91,742,160","222,383,055"
"1,231",Stepmom,"50,000,000","91,137,662","159,745,279"
"1,232",Disney Planes,"50,000,000","90,282,580","238,059,569"
"1,233",Failure to Launch,"50,000,000","88,715,192","128,402,901"
"1,234",Inside Man,"50,000,000","88,634,237","185,798,265"
"1,235",The Emoji Movie,"50,000,000","86,089,513","216,564,839"
"1,236","Crazy, Stupid, Love","50,000,000","84,351,197","146,493,974"
"1,237",The Post,"50,000,000","81,903,458","179,769,457"
"1,238",Payback,"50,000,000","81,526,121","161,626,121"
"1,239",Congo,"50,000,000","81,022,333","152,022,333"
"1,240",Knowing,"50,000,000","79,957,634","186,450,317"
"1,241",The Ring Two,"50,000,000","75,941,727","161,941,727"
"1,242",We Bought a Zoo,"50,000,000","75,624,550","118,729,073"
"1,243",Moneyball,"50,000,000","75,605,492","111,300,835"
"1,244",Garfield: The Movie,"50,000,000","75,367,693","208,094,550"
"1,245",Christmas with the Kranks,"50,000,000","73,701,902","96,469,187"
"1,246",V for Vendetta,"50,000,000","70,511,035","130,214,162"
"1,247",Outbreak,"50,000,000","67,823,573","190,023,573"
"1,248",The Woman King,"50,000,000","67,328,130","94,374,749"
"1,249",Race to Witch Mountain,"50,000,000","67,172,595","105,103,784"
"1,250",The Forgotten,"50,000,000","66,711,892","117,211,892"
"1,251",Herbie: Fully Loaded,"50,000,000","66,010,682","144,110,682"
"1,252",A Man Called Otto,"50,000,000","64,267,657","108,973,274"
"1,253",Shanghai Knights,"50,000,000","60,470,220","88,316,835"
"1,254",Planes: Fire and Rescue,"50,000,000","59,157,732","156,399,644"
"1,255",Curious George,"50,000,000","58,640,119","71,052,604"
"1,256",American Reunion,"50,000,000","56,758,835","236,799,211"
"1,257",Hansel & Gretel: Witch Hunters,"50,000,000","55,703,475","214,949,716"
"1,258",I am Number Four,"50,000,000","55,100,437","146,195,159"
"1,259",Don’t Say a Word,"50,000,000","54,997,476","104,488,383"
"1,260",13 Hours: The Secret Soldiers of Benghazi,"50,000,000","52,853,219","69,411,370"
"1,261",Unfaithful,"50,000,000","52,752,475","119,114,494"
"1,262",American Made,"50,000,000","51,342,000","135,569,212"
"1,263",Syriana,"50,000,000","50,824,620","92,690,959"
"1,264",Resident Evil: Apocalypse,"50,000,000","50,740,078","125,168,734"
"1,265",The Book of Life,"50,000,000","50,151,543","97,651,543"
"1,266",Absolute Power,"50,000,000","50,068,310","50,068,310"
"1,267",Firewall,"50,000,000","48,751,189","82,751,189"
"1,268",The Game,"50,000,000","48,265,581","80,369,970"
"1,269",G.I. Jane,"50,000,000","48,169,156","48,169,156"
"1,270",Into the Storm,"50,000,000","47,602,194","150,429,371"
"1,271",The Judge,"50,000,000","47,119,388","76,073,556"
"1,272",Silent Hill,"50,000,000","46,982,632","94,704,227"
"1,273","Lyle, Lyle, Crocodile","50,000,000","46,888,441","107,645,951"
"1,274",Tom and Jerry,"50,000,000","46,536,687","132,370,100"
"1,275",Rambo: Last Blood,"50,000,000","44,819,352","91,378,886"
"1,276",The Replacements,"50,000,000","44,737,059","50,054,511"
"1,277",The Negotiator,"50,000,000","44,705,766","49,105,766"
"1,278",War Dogs,"50,000,000","43,034,523","86,234,503"
"1,279",Beverly Hills Cop III,"50,000,000","42,586,861","119,180,938"
"1,280",Gremlins 2: The New Batch,"50,000,000","41,476,097","41,476,097"
"1,281",The Peacemaker,"50,000,000","41,263,140","62,967,368"
"1,282",Out of Time,"50,000,000","41,083,108","55,489,826"
"1,283",Bridget Jones: The Edge Of Reason,"50,000,000","40,203,020","263,894,551"
"1,284",The Beach,"50,000,000","39,778,599","39,778,599"
"1,285",The Adventures of Sharkboy and Lavagirl in 3-D,"50,000,000","39,177,684","69,425,966"
"1,286",On Deadly Ground,"50,000,000","38,590,458","38,590,458"
"1,287",Ninja Assassin,"50,000,000","38,122,883","62,209,892"
"1,288",Raising Helen,"50,000,000","37,485,528","49,842,431"
"1,289",The Nice Guys,"50,000,000","36,261,763","59,596,747"
"1,290",For Love of the Game,"50,000,000","35,188,640","46,112,640"
"1,291",Jack Frost,"50,000,000","34,645,374","34,645,374"
"1,292",Marmaduke,"50,000,000","33,644,788","89,895,930"
"1,293",Striptease,"50,000,000","33,109,743","113,309,743"
"1,294",Hereafter,"50,000,000","32,746,941","108,660,270"
"1,295",Murder by Numbers,"50,000,000","31,874,869","56,643,267"
"1,296",Assassins,"50,000,000","30,306,268","83,306,268"
"1,297",Hostiles,"50,000,000","29,819,114","36,976,336"
"1,298",Zoolander 2,"50,000,000","28,848,693","55,348,693"
"1,299",Defiance,"50,000,000","28,644,813","52,987,754"
"1,300",Hannibal Rising,"50,000,000","27,669,725","80,583,311"
"1,301",The Story of Us,"50,000,000","27,100,030","27,100,030"
"1,302",The Host,"50,000,000","26,623,701","64,477,051"
"1,303",Basic,"50,000,000","26,599,248","42,598,498"
"1,304",Run All Night,"50,000,000","26,461,644","71,561,644"
"1,305",Blood Work,"50,000,000","26,199,517","26,199,517"
"1,306",The International,"50,000,000","25,450,527","53,850,527"
"1,307",Escape from L.A.,"50,000,000","25,426,861","25,426,861"
"1,308",Twisted,"50,000,000","25,195,050","40,119,848"
"1,309",All the Money in the World,"50,000,000","25,106,325","56,890,649"
"1,310",The Life Aquatic with Steve Zissou,"50,000,000","24,006,726","34,806,726"
"1,311",The Iron Giant,"50,000,000","23,159,305","31,333,917"
"1,312",Hellboy,"50,000,000","21,903,748","53,956,480"
"1,313",Your Highness,"50,000,000","21,596,445","26,121,638"
"1,314",Snowden,"50,000,000","21,587,519","35,380,918"
"1,315",Dream House,"50,000,000","21,302,340","41,642,166"
"1,316",Free State of Jones,"50,000,000","20,810,036","23,237,252"
"1,317",Gamer,"50,000,000","20,534,907","42,002,029"
"1,318",Man of the House,"50,000,000","19,699,706","22,099,706"
"1,319",The Life of David Gale,"50,000,000","19,694,635","28,920,188"
"1,320",Beautiful Creatures,"50,000,000","19,452,138","60,282,876"
"1,321",Into the Blue,"50,000,000","18,782,227","41,982,227"
"1,322",Eastern Promises,"50,000,000","17,181,265","56,077,088"
"1,323",Baby’s Day Out,"50,000,000","16,581,575","16,581,575"
"1,324",King Richard,"50,000,000","15,138,334","37,994,866"
"1,325",The Messenger: The Story of Joan of Arc,"50,000,000","14,271,297","14,271,297"
"1,326",Fair Game,"50,000,000","11,497,497","26,097,497"
"1,327",Drive Angry,"50,000,000","10,721,033","41,042,583"
"1,328",Mad City,"50,000,000","10,561,038","10,561,038"
"1,329",The Scarlet Letter,"50,000,000","10,359,006","10,359,006"
"1,330",Domino,"50,000,000","10,169,202","23,574,057"
"1,331",Jade,"50,000,000","9,812,870","9,812,870"
"1,332",Street Fighter: The Legend of Chun-Li,"50,000,000","8,742,261","12,660,287"
"1,333",Death to Smoochy,"50,000,000","8,355,815","8,374,062"
"1,334",Early Man,"50,000,000","8,267,544","45,285,890"
"1,335",The Many Saints of Newark,"50,000,000","8,237,403","12,732,039"
"1,336",The Boat That Rocked,"50,000,000","8,017,467","37,472,651"
"1,337",Operation Fortune: Ruse de guerre,"50,000,000","6,496,125","27,530,298"
"1,338",The Big Bounce,"50,000,000","6,471,394","6,626,115"
"1,339",What Planet Are You From?,"50,000,000","6,291,602","6,291,602"
"1,340",Liu Lang Di Qiu,"50,000,000","5,875,487","701,801,455"
"1,341",Arctic Dogs,"50,000,000","5,801,249","11,285,154"
"1,342",The Rhythm Section,"50,000,000","5,437,971","5,983,043"
"1,343",Child 44,"50,000,000","1,224,330","8,004,221"
"1,344",Outlander,"50,000,000","166,003","1,250,617"
"1,345",Upside Down,"50,000,000","102,118","26,387,039"
"1,346",Shanghai,"50,000,000","46,425","15,505,922"
"1,347",Hannibal the Conqueror,"50,000,000",0,0
"1,348",Dora and the Lost City of Gold,"49,000,000","60,477,943","120,592,276"
"1,349",The One,"49,000,000","43,905,746","72,689,126"
"1,350",Chappie,"49,000,000","31,569,268","105,002,056"
"1,351",The Adventures of Ford Fairlane,"49,000,000","20,423,389","20,423,389"
"1,352",Anna Karenina,"49,000,000","12,816,367","71,004,627"
"1,353",Indiana Jones and the Last Crusade,"48,000,000","197,171,806","474,171,806"
"1,354",The Ring,"48,000,000","129,094,024","248,218,486"
"1,355",Traffic,"48,000,000","124,107,476","208,300,000"
"1,356",Panic Room,"48,000,000","95,308,367","196,308,367"
"1,357",Taken 3,"48,000,000","89,256,424","327,656,424"
"1,358",Zombieland: Double Tap,"48,000,000","73,118,130","125,213,018"
"1,359",The Thomas Crown Affair,"48,000,000","69,304,264","124,304,264"
